,Release,Artist,Format,Tracks,Country/Date,Label,Catalog#,Barcode,Tagger,Country,Date,MB-Name,Comment
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""begin_date"":null,""gid"":""106e0bec-b638-3b37-b731-f53d507dc00e"",""end_date"":null,""primaryAlias"":""Australia"",""entityType"":""area"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""AU"",""iso_3166_1_codes"":[""AU""],""last_updated"":""2013-05-27T12:20:27Z"",""ended"":false,""editsPending"":false,""primary_code"":""AU"",""comment"":"""",""name"":""Australia"",""id"":13,""iso_3166_3_codes"":[]},""date"":{""day"":null,""month"":null,""year"":null}}]}AU-","CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia), Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",CDCBS 65480,9399706548024,"{""entityType"":""release"",""gid"":""abdc4ca0-06aa-4e37-91e7-63583bed69c5""}",Australia (AU),-,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (Sony DADC Australia)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":null,""year"":null,""month"":null},""country"":{""editsPending"":false,""iso_3166_3_codes"":[],""id"":13,""name"":""Australia"",""primary_code"":""AU"",""comment"":"""",""ended"":false,""last_updated"":""2013-05-27T12:20:27Z"",""iso_3166_1_codes"":[""AU""],""entityType"":""area"",""primaryAlias"":""Australia"",""country_code"":""AU"",""iso_3166_2_codes"":[],""typeID"":1,""begin_date"":null,""end_date"":null,""gid"":""106e0bec-b638-3b37-b731-f53d507dc00e""}}]}AU-","CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia), Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)","CDCBS 65480, CDCBS65480",9399706548024,"{""entityType"":""release"",""gid"":""dcc514b3-7e43-4142-a82c-40fb3aae6814""}",Australia (AU),-,"Greetings From Asbury Park, N.J.",Sony DADC Australia
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""begin_date"":null,""gid"":""106e0bec-b638-3b37-b731-f53d507dc00e"",""end_date"":null,""primaryAlias"":""Australia"",""entityType"":""area"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""AU"",""last_updated"":""2013-05-27T12:20:27Z"",""iso_3166_1_codes"":[""AU""],""ended"":false,""editsPending"":false,""comment"":"""",""primary_code"":""AU"",""id"":13,""name"":""Australia"",""iso_3166_3_codes"":[]},""date"":{""day"":null,""month"":null,""year"":null}}]}AU-","CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia), Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)","CDCBS 65480, CDCBS65480",9399706548024,"{""entityType"":""release"",""gid"":""2c378842-5a7f-40dc-ad73-67cb1c1b31ca""}",Australia (AU),-,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (CD 32210 on disc)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":null},""country"":{""gid"":""caac77d1-a5c8-3e6e-8e27-90b44dcc1446"",""end_date"":null,""begin_date"":null,""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""AT"",""primaryAlias"":""Austria"",""entityType"":""area"",""iso_3166_1_codes"":[""AT""],""last_updated"":""2013-05-27T12:35:40Z"",""ended"":false,""comment"":"""",""primary_code"":""AT"",""id"":14,""name"":""Austria"",""iso_3166_3_codes"":[],""editsPending"":false}}]}AT-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)","CD 32210, COL CD 32210",5099703221022,"{""entityType"":""release"",""gid"":""7c995767-1517-4dc2-9f9d-41200458e92e""}",Austria (AT),-,"Greetings From Asbury Park, N.J.",CD 32210 on disc
,"▶Greetings From Asbury Park, N.J. (467384 2 on disc)",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""AT"",""primaryAlias"":""Austria"",""entityType"":""area"",""gid"":""caac77d1-a5c8-3e6e-8e27-90b44dcc1446"",""end_date"":null,""begin_date"":null,""primary_code"":""AT"",""comment"":"""",""name"":""Austria"",""id"":14,""iso_3166_3_codes"":[],""editsPending"":false,""iso_3166_1_codes"":[""AT""],""last_updated"":""2013-05-27T12:35:40Z"",""ended"":false},""date"":{""day"":null,""year"":null,""month"":null}}]}AT-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)","467384 2, CD 32210, COL CD 32210",5099703221022,"{""entityType"":""release"",""gid"":""4a4041bd-7602-3ba1-a77c-473b6ffb0d17""}",Austria (AT),-,"Greetings From Asbury Park, N.J.",467384 2 on disc
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""month"":null,""year"":null,""day"":null},""country"":{""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""BR"",""entityType"":""area"",""primaryAlias"":""Brazil"",""end_date"":null,""gid"":""f45b47f8-5796-386e-b172-6c31b009a5d8"",""begin_date"":null,""name"":""Brazil"",""id"":30,""primary_code"":""BR"",""comment"":"""",""iso_3166_3_codes"":[],""editsPending"":false,""last_updated"":""2013-05-27T13:41:42Z"",""iso_3166_1_codes"":[""BR""],""ended"":false}}]}BR-","Discos CBS (imprint used by Discos CBS, S.A. branches in various Spanish‐speaking markets, see notes)",138.645,[none],"{""entityType"":""release"",""gid"":""7c409d30-69cd-48b0-b80a-8a156c3cc0db""}",Brazil (BR),-,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""last_updated"":""2013-05-27T13:41:42Z"",""iso_3166_1_codes"":[""BR""],""ended"":false,""id"":30,""name"":""Brazil"",""primary_code"":""BR"",""comment"":"""",""iso_3166_3_codes"":[],""editsPending"":false,""end_date"":null,""gid"":""f45b47f8-5796-386e-b172-6c31b009a5d8"",""begin_date"":null,""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""BR"",""entityType"":""area"",""primaryAlias"":""Brazil""},""date"":{""day"":null,""year"":null,""month"":null}}]}BR-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",746.225/2-032210,5099703221022,"{""entityType"":""release"",""gid"":""7840e80b-f42b-4ade-99df-dd722210485a""}",Brazil (BR),-,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (Canada, version 4)",Bruce Springsteen,Cassette,9,"{""events"":[{""country"":{""name"":""Canada"",""id"":38,""comment"":"""",""primary_code"":""CA"",""iso_3166_3_codes"":[],""editsPending"":false,""iso_3166_1_codes"":[""CA""],""last_updated"":""2013-05-27T13:15:52Z"",""ended"":false,""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""CA"",""entityType"":""area"",""primaryAlias"":""Canada"",""end_date"":null,""gid"":""71bbafaa-e825-3e15-8ca9-017dcad1748b"",""begin_date"":null},""date"":{""day"":null,""month"":null,""year"":null}}]}CA-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",CT 31903,[none],"{""entityType"":""release"",""gid"":""712120b1-9f94-4b57-b523-5200d0f6158b""}",Canada (CA),-,"Greetings From Asbury Park, N.J.","Canada, version 4"
,"▶Greetings From Asbury Park, N.J. (Canada, version 3)",Bruce Springsteen,Cassette,9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":null},""country"":{""ended"":false,""last_updated"":""2013-05-27T13:15:52Z"",""iso_3166_1_codes"":[""CA""],""iso_3166_3_codes"":[],""name"":""Canada"",""id"":38,""primary_code"":""CA"",""comment"":"""",""editsPending"":false,""end_date"":null,""gid"":""71bbafaa-e825-3e15-8ca9-017dcad1748b"",""begin_date"":null,""country_code"":""CA"",""iso_3166_2_codes"":[],""typeID"":1,""entityType"":""area"",""primaryAlias"":""Canada""}}]}CA-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",CT 31903,[none],"{""entityType"":""release"",""gid"":""fca67f89-af29-421f-971b-2b98ded557bf""}",Canada (CA),-,"Greetings From Asbury Park, N.J.","Canada, version 3"
,"▶Greetings From Asbury Park, N.J. (Canada, version 2)",Bruce Springsteen,Cassette,9,"{""events"":[{""date"":{""day"":null,""year"":null,""month"":null},""country"":{""country_code"":""CA"",""typeID"":1,""iso_3166_2_codes"":[],""primaryAlias"":""Canada"",""entityType"":""area"",""gid"":""71bbafaa-e825-3e15-8ca9-017dcad1748b"",""end_date"":null,""begin_date"":null,""iso_3166_3_codes"":[],""primary_code"":""CA"",""comment"":"""",""id"":38,""name"":""Canada"",""editsPending"":false,""ended"":false,""iso_3166_1_codes"":[""CA""],""last_updated"":""2013-05-27T13:15:52Z""}}]}CA-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",WPCT 31903,[none],"{""entityType"":""release"",""gid"":""fe3c5c23-704a-4faf-9800-e0b96ef4ad7e""}",Canada (CA),-,"Greetings From Asbury Park, N.J.","Canada, version 2"
,"▶Greetings From Asbury Park, N.J. (Canada, version 5)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""year"":null,""month"":null,""day"":null},""country"":{""primaryAlias"":""Canada"",""entityType"":""area"",""country_code"":""CA"",""typeID"":1,""iso_3166_2_codes"":[],""begin_date"":null,""gid"":""71bbafaa-e825-3e15-8ca9-017dcad1748b"",""end_date"":null,""editsPending"":false,""iso_3166_3_codes"":[],""comment"":"""",""primary_code"":""CA"",""id"":38,""name"":""Canada"",""ended"":false,""iso_3166_1_codes"":[""CA""],""last_updated"":""2013-05-27T13:15:52Z""}}]}CA-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",XPC 31903,0746431903102,"{""entityType"":""release"",""gid"":""42215d26-05b4-4f4d-b37a-3e45f484fe2a""}",Canada (CA),-,"Greetings From Asbury Park, N.J.","Canada, version 5"
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""gid"":""71bbafaa-e825-3e15-8ca9-017dcad1748b"",""end_date"":null,""begin_date"":null,""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""CA"",""primaryAlias"":""Canada"",""entityType"":""area"",""last_updated"":""2013-05-27T13:15:52Z"",""iso_3166_1_codes"":[""CA""],""ended"":false,""primary_code"":""CA"",""comment"":"""",""name"":""Canada"",""id"":38,""iso_3166_3_codes"":[],""editsPending"":false},""date"":{""month"":null,""year"":null,""day"":null}}]}CA-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",WCK 31903,07464319032,"{""entityType"":""release"",""gid"":""1a4290a5-d8c8-4d11-8223-1425ff36257d""}",Canada (CA),-,"Greetings From Asbury Park, N.J.",
,"Greetings From Asbury Park, N.J. (“Nice Price” reissue)",Bruce Springsteen,Cassette,9,"{""events"":[{""date"":{""month"":null,""day"":null,""year"":null},""country"":{""begin_date"":null,""iso_3166_3_codes"":[],""country_code"":""XE"",""entityType"":""area"",""ended"":false,""iso_3166_1_codes"":[""XE""],""end_date"":null,""primaryAlias"":""Europe"",""name"":""Europe"",""last_updated"":""2013-08-28T11:55:13Z"",""typeID"":null,""editsPending"":false,""comment"":"""",""iso_3166_2_codes"":[],""primary_code"":""XE"",""id"":241,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a""}}]}XE-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),40-32210,[none],"{""entityType"":""release"",""gid"":""9875993c-8cbe-42b3-a8ff-76d1148f6a5c""}",Europe (XE),-,"Greetings From Asbury Park, N.J.",“Nice Price” reissue
,"Greetings From Asbury Park, N.J. (disc made in Japan)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""month"":null,""year"":null,""day"":null},""country"":{""id"":241,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""comment"":"""",""iso_3166_2_codes"":[],""primary_code"":""XE"",""iso_3166_1_codes"":[""XE""],""primaryAlias"":""Europe"",""name"":""Europe"",""end_date"":null,""typeID"":null,""last_updated"":""2013-08-28T11:55:13Z"",""editsPending"":false,""iso_3166_3_codes"":[],""country_code"":""XE"",""begin_date"":null,""entityType"":""area"",""ended"":false}}]}XE-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),CDCBS 65480,[none],"{""entityType"":""release"",""gid"":""34caa38a-8955-4984-a14d-3e77ae6f2117""}",Europe (XE),-,"Greetings From Asbury Park, N.J.",disc made in Japan
,"Greetings From Asbury Park, N.J. (disc made in Austria)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""year"":null,""day"":null,""month"":null},""country"":{""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""id"":241,""primary_code"":""XE"",""iso_3166_2_codes"":[],""comment"":"""",""typeID"":null,""last_updated"":""2013-08-28T11:55:13Z"",""editsPending"":false,""iso_3166_1_codes"":[""XE""],""name"":""Europe"",""primaryAlias"":""Europe"",""end_date"":null,""ended"":false,""iso_3166_3_codes"":[],""country_code"":""XE"",""begin_date"":null,""entityType"":""area""}}]}XE-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),CDCBS 65480,[none],"{""entityType"":""release"",""gid"":""41d8b018-251a-4224-9c03-06d822131493""}",Europe (XE),-,"Greetings From Asbury Park, N.J.",disc made in Austria
,"Greetings From Asbury Park, N.J.",Bruce Springsteen,Cassette,9,"{""events"":[{""country"":{""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""id"":241,""iso_3166_2_codes"":[],""primary_code"":""XE"",""comment"":"""",""editsPending"":false,""last_updated"":""2013-08-28T11:55:13Z"",""typeID"":null,""end_date"":null,""primaryAlias"":""Europe"",""name"":""Europe"",""iso_3166_1_codes"":[""XE""],""ended"":false,""entityType"":""area"",""iso_3166_3_codes"":[],""begin_date"":null,""country_code"":""XE""},""date"":{""day"":null,""year"":null,""month"":null}}]}XE-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"40-32210, COL 40-32210",5099703221046,"{""entityType"":""release"",""gid"":""1f021e53-efe5-4ee0-9c56-7af4492bb744""}",Europe (XE),-,"Greetings From Asbury Park, N.J.",
,"Greetings From Asbury Park, N.J. (Holland, version 6)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""primaryAlias"":""Netherlands"",""name"":""Netherlands"",""end_date"":null,""iso_3166_1_codes"":[""NL""],""editsPending"":false,""typeID"":1,""last_updated"":""2022-03-27T04:31:30Z"",""entityType"":""area"",""iso_3166_3_codes"":[],""country_code"":""NL"",""begin_date"":null,""ended"":false,""id"":150,""gid"":""ef1b7cc0-cd26-36f4-8ea0-04d9623786c7"",""comment"":"""",""iso_3166_2_codes"":[],""primary_code"":""NL""},""date"":{""year"":null,""day"":null,""month"":null}}]}NL-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),CBS 32210,[none],"{""entityType"":""release"",""gid"":""711948b7-4511-4506-9428-5655655a5490""}",Netherlands (NL),-,"Greetings From Asbury Park, N.J.","Holland, version 6"
,"Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""gid"":""8524c7d9-f472-3890-a458-f28d5081d9c4"",""id"":153,""iso_3166_2_codes"":[],""primary_code"":""NZ"",""comment"":"""",""typeID"":1,""last_updated"":""2013-05-27T12:21:18Z"",""editsPending"":false,""iso_3166_1_codes"":[""NZ""],""name"":""New Zealand"",""primaryAlias"":""New Zealand"",""end_date"":null,""ended"":false,""iso_3166_3_codes"":[],""begin_date"":null,""country_code"":""NZ"",""entityType"":""area""},""date"":{""month"":null,""year"":null,""day"":null}}]}NZ-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",SBP 234758,[none],"{""entityType"":""release"",""gid"":""74087f1d-edf5-455b-8957-cff5d6922222""}",New Zealand (NZ),-,"Greetings From Asbury Park, N.J.",
,"Greetings From Asbury Park, N.J. (Philippines, version 1)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""comment"":"""",""iso_3166_2_codes"":[],""primary_code"":""PH"",""id"":168,""gid"":""786532a5-2e36-315a-bdf2-221dc1b64b72"",""iso_3166_3_codes"":[],""country_code"":""PH"",""begin_date"":null,""entityType"":""area"",""ended"":false,""iso_3166_1_codes"":[""PH""],""end_date"":null,""name"":""Philippines"",""primaryAlias"":""Philippines"",""last_updated"":""2013-05-27T12:48:01Z"",""typeID"":1,""editsPending"":false},""date"":{""month"":null,""year"":null,""day"":null}}]}PH-","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",LP-1568,[none],"{""entityType"":""release"",""gid"":""6b506a86-a338-4692-a3ff-9bf982226481""}",Philippines (PH),-,"Greetings From Asbury Park, N.J.","Philippines, version 1"
,"Greetings From Asbury Park, N.J. (Philippines, version 2)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""iso_3166_2_codes"":[],""primary_code"":""PH"",""comment"":"""",""gid"":""786532a5-2e36-315a-bdf2-221dc1b64b72"",""id"":168,""ended"":false,""country_code"":""PH"",""iso_3166_3_codes"":[],""begin_date"":null,""entityType"":""area"",""typeID"":1,""last_updated"":""2013-05-27T12:48:01Z"",""editsPending"":false,""iso_3166_1_codes"":[""PH""],""name"":""Philippines"",""primaryAlias"":""Philippines"",""end_date"":null},""date"":{""month"":null,""year"":null,""day"":null}}]}PH-","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",LP-1568,[none],"{""entityType"":""release"",""gid"":""b639c101-22bd-4772-91f8-c27e1644150d""}",Philippines (PH),-,"Greetings From Asbury Park, N.J.","Philippines, version 2"
,"Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""gid"":""781b0c54-3d54-362d-a941-8a617def4992"",""id"":171,""primary_code"":""PT"",""iso_3166_2_codes"":[],""comment"":"""",""editsPending"":false,""typeID"":1,""last_updated"":""2014-09-04T17:02:19Z"",""primaryAlias"":""Portugal"",""name"":""Portugal"",""end_date"":null,""iso_3166_1_codes"":[""PT""],""ended"":false,""entityType"":""area"",""begin_date"":null,""iso_3166_3_codes"":[],""country_code"":""PT""},""date"":{""year"":null,""day"":null,""month"":null}}]}PT-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),32210,[none],"{""entityType"":""release"",""gid"":""0044347b-7be3-487d-862c-c05ebf6b3ca4""}",Portugal (PT),-,"Greetings From Asbury Park, N.J.",
,"Greetings From Asbury Park, N.J. (Spain, version 2)",Bruce Springsteen,Cassette,9,"{""events"":[{""country"":{""name"":""Spain"",""primaryAlias"":""Spain"",""end_date"":null,""iso_3166_1_codes"":[""ES""],""editsPending"":false,""typeID"":1,""last_updated"":""2013-05-27T13:08:54Z"",""entityType"":""area"",""iso_3166_3_codes"":[],""country_code"":""ES"",""begin_date"":null,""ended"":false,""id"":194,""gid"":""471c46a7-afc5-31c4-923c-d0444f5053a4"",""comment"":"""",""primary_code"":""ES"",""iso_3166_2_codes"":[]},""date"":{""day"":null,""year"":null,""month"":null}}]}ES-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),40-32210,[none],"{""entityType"":""release"",""gid"":""f6c1ccbf-9f3a-4bc5-9cd4-7affb7fc0867""}",Spain (ES),-,"Greetings From Asbury Park, N.J.","Spain, version 2"
,"Greetings From Asbury Park, N.J. (Spain, version 5)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""primary_code"":""ES"",""iso_3166_2_codes"":[],""comment"":"""",""gid"":""471c46a7-afc5-31c4-923c-d0444f5053a4"",""id"":194,""ended"":false,""entityType"":""area"",""iso_3166_3_codes"":[],""country_code"":""ES"",""begin_date"":null,""editsPending"":false,""last_updated"":""2013-05-27T13:08:54Z"",""typeID"":1,""end_date"":null,""name"":""Spain"",""primaryAlias"":""Spain"",""iso_3166_1_codes"":[""ES""]},""date"":{""month"":null,""day"":null,""year"":null}}]}ES-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),S 32210,5099703221015,"{""entityType"":""release"",""gid"":""c61127ab-49f6-44f0-b9ee-db4fc7d42cea""}",Spain (ES),-,"Greetings From Asbury Park, N.J.","Spain, version 5"
,"Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""gid"":""8a754a16-0027-3a29-b6d7-2b40ea0481ed"",""id"":221,""primary_code"":""GB"",""iso_3166_2_codes"":[],""comment"":"""",""editsPending"":false,""last_updated"":""2013-05-16T11:06:19Z"",""typeID"":1,""end_date"":null,""name"":""United Kingdom"",""iso_3166_1_codes"":[""GB""],""ended"":false,""entityType"":""area"",""country_code"":""GB"",""iso_3166_3_codes"":[],""begin_date"":null},""date"":{""month"":null,""day"":null,""year"":null}}]}GB-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"32210, CBS 32210",[none],"{""entityType"":""release"",""gid"":""8aac2cda-5eae-4203-9c3f-48bc5d21a351""}",United Kingdom (GB),-,"Greetings From Asbury Park, N.J.",
,"Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""day"":null,""year"":null,""month"":null},""country"":{""ended"":false,""country_code"":""GB"",""iso_3166_3_codes"":[],""begin_date"":null,""entityType"":""area"",""last_updated"":""2013-05-16T11:06:19Z"",""typeID"":1,""editsPending"":false,""iso_3166_1_codes"":[""GB""],""end_date"":null,""name"":""United Kingdom"",""iso_3166_2_codes"":[],""primary_code"":""GB"",""comment"":"""",""gid"":""8a754a16-0027-3a29-b6d7-2b40ea0481ed"",""id"":221}}]}GB-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"65480, S 65480",[none],"{""entityType"":""release"",""gid"":""83237730-c81b-4964-9c21-a12a225e26e7""}",United Kingdom (GB),-,"Greetings From Asbury Park, N.J.",
,"Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""year"":null,""day"":null,""month"":null},""country"":{""gid"":""8a754a16-0027-3a29-b6d7-2b40ea0481ed"",""id"":221,""iso_3166_2_codes"":[],""primary_code"":""GB"",""comment"":"""",""editsPending"":false,""typeID"":1,""last_updated"":""2013-05-16T11:06:19Z"",""name"":""United Kingdom"",""end_date"":null,""iso_3166_1_codes"":[""GB""],""ended"":false,""entityType"":""area"",""iso_3166_3_codes"":[],""country_code"":""GB"",""begin_date"":null}}]}GB-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"65480, S 65480",[none],"{""entityType"":""release"",""gid"":""bd080567-4045-471b-bee3-b4323ea9a36a""}",United Kingdom (GB),-,"Greetings From Asbury Park, N.J.",
,"Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""iso_3166_1_codes"":[""GB""],""end_date"":null,""name"":""United Kingdom"",""last_updated"":""2013-05-16T11:06:19Z"",""typeID"":1,""editsPending"":false,""begin_date"":null,""iso_3166_3_codes"":[],""country_code"":""GB"",""entityType"":""area"",""ended"":false,""id"":221,""gid"":""8a754a16-0027-3a29-b6d7-2b40ea0481ed"",""comment"":"""",""primary_code"":""GB"",""iso_3166_2_codes"":[]},""date"":{""year"":null,""day"":null,""month"":null}}]}GB-",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"65480, S 65480",[none],"{""entityType"":""release"",""gid"":""7e9755cc-9657-43f4-a786-124fada08beb""}",United Kingdom (GB),-,"Greetings From Asbury Park, N.J.",
,"Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""month"":null,""day"":null,""year"":null},""country"":{""entityType"":""area"",""begin_date"":null,""iso_3166_3_codes"":[],""country_code"":""US"",""ended"":false,""end_date"":null,""name"":""United States"",""iso_3166_1_codes"":[""US""],""editsPending"":false,""last_updated"":""2013-06-15T18:06:39Z"",""typeID"":1,""comment"":"""",""iso_3166_2_codes"":[],""primary_code"":""US"",""id"":222,""gid"":""489ce91b-6658-3307-9877-795b68554c98""}}]}US-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",CK 31903,074643190329,"{""entityType"":""release"",""gid"":""f9e7bf8e-465b-42be-adb7-2b328f1474d3""}",United States (US),-,"Greetings From Asbury Park, N.J.",
,"Greetings From Asbury Park, N.J. (44.1kHz · 24bit)",Bruce Springsteen,Digital Media,9,"{""events"":[{""date"":{""day"":null,""year"":null,""month"":null},""country"":{""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""id"":222,""primary_code"":""US"",""iso_3166_2_codes"":[],""comment"":"""",""typeID"":1,""last_updated"":""2013-06-15T18:06:39Z"",""editsPending"":false,""iso_3166_1_codes"":[""US""],""name"":""United States"",""end_date"":null,""ended"":false,""begin_date"":null,""iso_3166_3_codes"":[],""country_code"":""US"",""entityType"":""area""}}]}US-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",,074643190329,"{""entityType"":""release"",""gid"":""63ca4d52-c6d0-48b7-b03e-385e6ba9129c""}",United States (US),-,"Greetings From Asbury Park, N.J.",44.1kHz · 24bit
,"Greetings From Asbury Park, N.J. (Pitman Pressing)",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""comment"":"""",""iso_3166_2_codes"":[],""primary_code"":""US"",""id"":222,""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""country_code"":""US"",""iso_3166_3_codes"":[],""begin_date"":null,""entityType"":""area"",""ended"":false,""iso_3166_1_codes"":[""US""],""name"":""United States"",""end_date"":null,""typeID"":1,""last_updated"":""2013-06-15T18:06:39Z"",""editsPending"":false},""date"":{""month"":null,""year"":null,""day"":null}}]}US-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",CK 31903,074643190329,"{""entityType"":""release"",""gid"":""d9613519-fc6f-4124-89e8-568b63413458""}",United States (US),-,"Greetings From Asbury Park, N.J.",Pitman Pressing
,"Greetings From Asbury Park, N.J. (US, version 2)",Bruce Springsteen,Cassette,9,"{""events"":[{""date"":{""day"":null,""year"":null,""month"":null},""country"":{""begin_date"":null,""iso_3166_3_codes"":[],""country_code"":""US"",""entityType"":""area"",""ended"":false,""iso_3166_1_codes"":[""US""],""end_date"":null,""name"":""United States"",""last_updated"":""2013-06-15T18:06:39Z"",""typeID"":1,""editsPending"":false,""comment"":"""",""primary_code"":""US"",""iso_3166_2_codes"":[],""id"":222,""gid"":""489ce91b-6658-3307-9877-795b68554c98""}}]}US-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",PCT 31903,0746431903402,"{""entityType"":""release"",""gid"":""f6c8d11f-5233-4efd-8d4a-2350992412d3""}",United States (US),-,"Greetings From Asbury Park, N.J.","US, version 2"
